fold,best_f1_score,best_params,test_f1_score
1,1.0,"{'lr': 0.03051281421488714, 'batch_size': 2}",0.2222222222222222
2,1.0,"{'lr': 0.0021711497797445257, 'batch_size': 4}",0.2222222222222222
3,1.0,"{'lr': 0.00026435389610641953, 'batch_size': 2}",0.2222222222222222
