fold,best_f1_score,best_params,test_f1_score
1,0.5411855273287155,"{'lr': 0.0004002630870212667, 'batch_size': 2}",0.5411855273287155
2,0.5671296296296305,"{'lr': 0.00017729785273268466, 'batch_size': 2}",0.5671296296296305
3,0.5486111111111123,"{'lr': 0.0003063038696905707, 'batch_size': 2}",0.5486111111111123
