fold,best_f1_score,best_params,test_f1_score
1,0.5,"{'lr': 0.002291382709959913, 'batch_size': 2}",0.14285714285714285
2,0.2,"{'lr': 0.0012291541311637757, 'batch_size': 4}",0.2222222222222222
3,0.2222222222222222,"{'lr': 0.0012105199972836228, 'batch_size': 4}",0.25641025641025644
