fold,best_f1_score,best_params,test_f1_score
1,1.0,"{'lr': 0.007870135123682218, 'batch_size': 4}",0.2222222222222222
2,1.0,"{'lr': 0.0008576442271021318, 'batch_size': 2}",0.2222222222222222
3,1.0,"{'lr': 0.0005173531800734324, 'batch_size': 4}",0.2222222222222222
